species,bill_length_mm,bill_depth_mm,flipper_length_mm,gender,body_mass_g,Adelie,Chinstrap,Gentoo
Chinstrap,0.4862745098039215,0.5714285714285713,0.3448275862068966,0,0.2222222222222222,0.0,1.0,0.0
Chinstrap,0.6235294117647058,0.7619047619047619,0.41379310344827586,1,0.3333333333333333,0.0,1.0,0.0
Chinstrap,0.6745098039215685,0.7261904761904762,0.3620689655172414,1,0.2638888888888889,0.0,1.0,0.0
Chinstrap,0.44313725490196065,0.6666666666666666,0.27586206896551724,0,0.22916666666666666,0.0,1.0,0.0
Chinstrap,0.7294117647058824,0.7976190476190477,0.43103448275862066,1,0.2847222222222222,0.0,1.0,0.0
Chinstrap,0.4352941176470589,0.5595238095238096,0.4482758620689655,0,0.3472222222222222,0.0,1.0,0.0
Chinstrap,0.47058823529411764,0.6071428571428571,0.10344827586206896,0,0.1527777777777778,0.0,1.0,0.0
Chinstrap,0.6745098039215685,0.6071428571428571,0.43103448275862066,1,0.2916666666666667,0.0,1.0,0.0
Chinstrap,0.4666666666666666,0.6904761904761904,0.39655172413793105,0,0.4027777777777778,0.0,1.0,0.0
Chinstrap,0.6745098039215685,0.8095238095238093,0.4482758620689655,1,0.2777777777777778,0.0,1.0,0.0
Chinstrap,0.49019607843137253,0.5595238095238096,0.3620689655172414,0,0.3055555555555556,0.0,1.0,0.0
Chinstrap,0.6901960784313727,0.8571428571428572,0.3793103448275862,1,0.2986111111111111,0.0,1.0,0.0
Chinstrap,0.5058823529411764,0.5000000000000001,0.22413793103448276,0,0.2777777777777778,0.0,1.0,0.0
Chinstrap,0.7019607843137254,0.5952380952380955,0.5,1,0.375,0.0,1.0,0.0
Chinstrap,0.4627450980392156,0.4761904761904764,0.3103448275862069,0,0.24305555555555555,0.0,1.0,0.0
Chinstrap,0.6431372549019607,0.773809523809524,0.5,1,0.375,0.0,1.0,0.0
Chinstrap,0.6352941176470587,0.8214285714285714,0.43103448275862066,1,0.16666666666666666,0.0,1.0,0.0
Chinstrap,0.9372549019607842,0.5595238095238096,0.15517241379310345,0,0.2777777777777778,0.0,1.0,0.0
Chinstrap,0.4823529411764705,0.654761904761905,0.3103448275862069,0,0.20833333333333334,0.0,1.0,0.0
Chinstrap,0.592156862745098,0.6071428571428571,0.39655172413793105,1,0.4722222222222222,0.0,1.0,0.0
Chinstrap,0.32549019607843127,0.5000000000000001,0.15517241379310345,0,0.25,0.0,1.0,0.0
Chinstrap,0.5647058823529412,0.5238095238095238,0.3275862068965517,1,0.19444444444444445,0.0,1.0,0.0
Chinstrap,0.3568627450980393,0.41666666666666685,0.25862068965517243,0,0.05555555555555555,0.0,1.0,0.0
Chinstrap,0.6470588235294118,0.7499999999999999,0.3620689655172414,1,0.3055555555555556,0.0,1.0,0.0
Chinstrap,0.4941176470588236,0.5714285714285713,0.39655172413793105,0,0.16666666666666666,0.0,1.0,0.0
Chinstrap,0.7019607843137254,0.7023809523809524,0.43103448275862066,1,0.4027777777777778,0.0,1.0,0.0
Chinstrap,0.6431372549019607,0.6309523809523808,0.4827586206896552,0,0.19444444444444445,0.0,1.0,0.0
Chinstrap,0.6039215686274509,0.7023809523809524,0.4827586206896552,1,0.3055555555555556,0.0,1.0,0.0
Chinstrap,0.4823529411764705,0.5595238095238096,0.3275862068965517,0,0.2777777777777778,0.0,1.0,0.0
Chinstrap,0.7333333333333332,0.8214285714285714,0.5689655172413793,1,0.5138888888888888,0.0,1.0,0.0
Chinstrap,0.26666666666666655,0.41666666666666685,0.25862068965517243,0,0.1388888888888889,0.0,1.0,0.0
Chinstrap,0.7882352941176471,0.9166666666666667,0.5,1,0.4444444444444444,0.0,1.0,0.0
Chinstrap,0.3294117647058823,0.4285714285714285,0.25862068965517243,0,0.18055555555555555,0.0,1.0,0.0
Chinstrap,0.6627450980392157,0.6785714285714287,0.5344827586206896,1,0.3888888888888889,0.0,1.0,0.0
Chinstrap,0.611764705882353,0.654761904761905,0.39655172413793105,1,0.25,0.0,1.0,0.0
Chinstrap,0.5254901960784313,0.4404761904761906,0.46551724137931033,0,0.3333333333333333,0.0,1.0,0.0
Chinstrap,0.5294117647058824,0.6190476190476192,0.39655172413793105,0,0.3194444444444444,0.0,1.0,0.0
Chinstrap,0.7019607843137254,0.9047619047619047,0.6551724137931034,1,0.5833333333333334,0.0,1.0,0.0
Chinstrap,0.5019607843137254,0.41666666666666685,0.3448275862068966,0,0.0,0.0,1.0,0.0
Chinstrap,0.7607843137254902,0.8095238095238093,0.5689655172413793,1,0.5,0.0,1.0,0.0
Chinstrap,0.584313725490196,0.7619047619047619,0.6551724137931034,1,0.3472222222222222,0.0,1.0,0.0
Chinstrap,0.47450980392156866,0.5238095238095238,0.25862068965517243,0,0.2638888888888889,0.0,1.0,0.0
Chinstrap,0.6588235294117646,0.7142857142857144,0.41379310344827586,1,0.2361111111111111,0.0,1.0,0.0
Chinstrap,0.44705882352941173,0.4642857142857143,0.41379310344827586,0,0.2222222222222222,0.0,1.0,0.0
Chinstrap,0.6588235294117646,0.5714285714285713,0.41379310344827586,0,0.2708333333333333,0.0,1.0,0.0
Chinstrap,0.6549019607843135,0.6428571428571429,0.5,1,0.4861111111111111,0.0,1.0,0.0
Chinstrap,0.6274509803921569,0.5714285714285713,0.3103448275862069,0,0.19444444444444445,0.0,1.0,0.0
Chinstrap,0.584313725490196,0.773809523809524,0.6896551724137931,1,0.4444444444444444,0.0,1.0,0.0
Chinstrap,0.6823529411764705,0.6666666666666666,0.25862068965517243,1,0.1527777777777778,0.0,1.0,0.0
Chinstrap,0.6156862745098037,0.5000000000000001,0.4482758620689655,0,0.2708333333333333,0.0,1.0,0.0
